Fecha del Siniestro,Tipo de auto,Modelo,Monto del siniestro,Aplica cobertura,Deducible,Reclamo de no-Cobertura,Pérdida total
25/03/2020,De Lujo,2017,49060,Si,5800,No,No
16/02/2020,Subcompacto,2016,13070,Si,2600,No,No
13/04/2020,Austero,2017,9520,Si,1300,No,No
31/05/2020,Subcompacto,2017,19130,Si,2300,No,No
24/03/2020,Austero,2017,6870,Si,1300,No,No
19/07/2020,Austero,2017,4350,Si,1200,No,No
30/07/2020,Camioneta,2018,59630,Si,8500,No,No
04/12/2020,Austero,2016,7060,Si,1200,No,No
25/10/2020,De Lujo,2017,45400,Si,5500,No,No
20/12/2020,Camioneta,2017,79450,Si,9500,No,No
19/03/2020,compacto,2017,27060,Si,3300,No,No
19/03/2020,De Lujo,2016,47960,Si,5600,No,No
03/04/2020,Subcompacto,2017,12370,Si,2200,No,No
21/11/2020,compacto,2018,22290,Si,3300,No,No
03/10/2020,compacto,2018,25650,Si,3100,No,No
29/01/2020,De Lujo,2018,44190,Si,5100,No,No
11/02/2020,Subcompacto,2016,13480,Si,3000,No,No
12/04/2020,Austero,2017,8980,Si,2000,No,No
13/06/2020,Deportivo,2016,31430,Si,4700,No,No
23/05/2020,Camioneta,2016,57110,Si,6600,No,No
25/04/2020,Austero,2017,920,Si,1000,Si,No
13/02/2020,Austero,2017,7180,Si,2000,No,No
24/09/2020,Deportivo,2015,35720,Si,4700,No,No
10/09/2020,Subcompacto,2017,17350,Si,2200,No,No
12/01/2020,Subcompacto,2017,14420,Si,2600,No,No
03/06/2020,Subcompacto,2016,15740,Si,2500,No,No
11/04/2020,Subcompacto,2017,11100,Si,2100,No,No
17/06/2020,Subcompacto,2016,18520,Si,2700,No,No
17/12/2020,Austero,2017,8900,Si,1000,No,No
03/03/2020,Austero,2018,1160,Si,1000,No,No
19/02/2020,Austero,2017,1300,Si,1500,Si,No
04/02/2020,Austero,2017,8020,Si,2000,No,No
10/08/2020,Camioneta,2017,80350,Si,9400,No,No
11/11/2020,Subcompacto,2017,17800,Si,2300,No,No
23/01/2020,Austero,2017,6710,Si,1300,No,No
19/09/2020,compacto,2017,29160,Si,3900,No,No
17/10/2020,Camioneta,2015,53210,Si,6200,No,No
04/02/2020,Camioneta,2017,71250,Si,9500,No,No
05/10/2020,Subcompacto,2017,14780,Si,2100,No,No
06/12/2020,Austero,2017,4210,Si,1700,No,No
01/07/2020,Camioneta,2017,59090,Si,8300,No,No
09/03/2020,Camioneta,2015,123790,Si,6300,No,No
06/05/2020,,2017,20000,Si,,"If["""" > 20000, ""Si"", ""No""]",No
02/11/2020,Camioneta,2017,199610,Si,9600,No,No
25/07/2020,Camioneta,2017,59480,Si,6200,No,No
16/08/2020,Subcompacto,2017,13510,Si,2000,No,No
02/10/2020,compacto,2017,22270,Si,3300,No,No
26/07/2020,Subcompacto,2017,19470,Si,3000,No,No
24/05/2020,Austero,2017,9440,Si,1900,No,No
18/11/2020,Camioneta,2017,58590,Si,9600,No,No
23/08/2020,Deportivo,2016,32500,Si,4000,No,No
20/10/2020,Austero,2017,2140,Si,1600,No,No
28/09/2020,De Lujo,2016,40310,Si,5600,No,No
10/08/2020,Camioneta,2017,84740,Si,6200,No,No
02/01/2020,Camioneta,2017,79870,Si,7700,No,No
21/11/2020,De Lujo,2016,43460,Si,6000,No,No
26/10/2020,Subcompacto,2016,16400,Si,2100,No,No
02/07/2020,Camioneta,2018,56990,Si,7500,No,No
03/10/2020,Austero,2017,2530,Si,1500,No,No
08/09/2020,compacto,2017,21900,Si,4000,No,No
29/10/2020,Austero,2017,2700,Si,1900,No,No
04/11/2020,Camioneta,2017,56040,Si,6200,No,No
30/06/2020,Austero,2017,2860,Si,1400,No,No
19/11/2020,De Lujo,2017,47840,Si,5500,No,No
16/11/2020,Austero,2017,3970,Si,1800,No,No
09/01/2020,Austero,2018,9070,Si,1100,No,No
23/03/2020,Camioneta,2017,103270,Si,6900,No,No
15/04/2020,compacto,2017,29360,Si,3500,No,No
23/05/2020,Austero,2017,2890,Si,1100,No,No
25/03/2020,Camioneta,2016,63510,Si,6800,No,No
02/11/2020,Subcompacto,2018,13470,Si,3000,No,No
13/08/2020,Austero,2017,50,Si,1100,Si,No
28/01/2020,Camioneta,2016,64580,Si,9800,No,No
27/08/2020,De Lujo,2017,40820,Si,5800,No,No
22/01/2020,De Lujo,2017,41080,Si,5400,No,No
10/12/2020,Subcompacto,2016,12520,Si,2600,No,No
17/12/2020,Austero,2017,7640,Si,1600,No,No
22/04/2020,Austero,2017,1440,Si,1200,No,No
11/04/2020,Subcompacto,2017,10920,Si,2100,No,No
28/11/2020,De Lujo,2017,40890,Si,5400,No,No
01/11/2020,Subcompacto,2017,10110,Si,2100,No,No
10/03/2020,Deportivo,2018,31630,Si,4900,No,No
14/12/2020,De Lujo,2015,47060,Si,5700,No,No
18/04/2020,compacto,2017,24990,Si,3900,No,No
04/02/2020,Austero,2017,1370,Si,1800,Si,No
04/11/2020,Deportivo,2017,38070,Si,4100,No,No
02/07/2020,compacto,2017,24810,Si,3600,No,No
25/07/2020,Austero,2018,5260,Si,1500,No,No
17/05/2020,Subcompacto,2016,10710,Si,2800,No,No
06/11/2020,compacto,2017,23050,Si,3800,No,No
27/06/2020,Camioneta,2018,105700,Si,7900,No,No
20/06/2020,Austero,2017,520,Si,1700,Si,No
05/03/2020,Austero,2017,6180,Si,1500,No,No
12/10/2020,compacto,2018,21420,Si,3700,No,No
16/02/2020,Austero,2017,8720,Si,1000,No,No
05/04/2020,Subcompacto,2017,18610,Si,2600,No,No
13/09/2020,Austero,2017,9270,Si,1300,No,No
28/02/2020,compacto,2018,20070,Si,3500,No,No
04/03/2020,Austero,2017,4770,Si,1000,No,No
12/12/2020,Austero,2017,1990,Si,1200,No,No
21/09/2020,Camioneta,2016,82370,Si,9800,No,No
19/09/2020,Austero,2016,7760,Si,1200,No,No
15/03/2020,Austero,2017,3820,Si,1000,No,No
02/10/2020,Camioneta,2017,56320,Si,8400,No,No
04/05/2020,Camioneta,2017,96940,Si,6000,No,No
07/02/2020,compacto,2017,21930,Si,3700,No,No
06/04/2020,Subcompacto,2017,15010,Si,2800,No,No
29/11/2020,compacto,2018,23620,Si,3500,No,No
25/04/2020,Austero,2016,820,Si,1800,Si,No
23/06/2020,Subcompacto,2017,12430,Si,2600,No,No
11/08/2020,Subcompacto,2018,12670,Si,2600,No,No
31/03/2020,Camioneta,2016,203860,Si,8800,No,No
09/08/2020,Austero,2017,3740,Si,1100,No,No
19/11/2020,Austero,2017,3870,Si,1400,No,No
28/05/2020,Camioneta,2016,52270,Si,7600,No,No
16/02/2020,Camioneta,2017,122420,Si,7200,No,No
06/08/2020,Subcompacto,2017,12940,Si,2600,No,No
04/11/2020,Subcompacto,2017,18960,Si,2000,No,No
13/09/2020,Camioneta,2017,50900,Si,8200,No,No
31/03/2020,Austero,2017,8390,Si,1900,No,No
14/01/2020,Camioneta,2017,54180,Si,8200,No,No
26/06/2020,Subcompacto,2017,19430,Si,2400,No,No
06/06/2020,Austero,2017,1110,Si,1600,Si,No
14/02/2020,compacto,2017,27170,Si,3700,No,No
31/03/2020,Deportivo,2017,31640,Si,5000,No,No
07/09/2020,Subcompacto,2017,13260,Si,2400,No,No
14/02/2020,Deportivo,2017,31980,Si,4400,No,No
03/08/2020,Austero,2016,5660,Si,1800,No,No
18/02/2020,Subcompacto,2018,15230,Si,2100,No,No
10/12/2020,Austero,2016,6900,Si,1800,No,No
09/11/2020,Austero,2016,3230,Si,2000,No,No
26/04/2020,Camioneta,2017,55250,Si,9900,No,No
12/08/2020,Camioneta,2018,69860,Si,9000,No,No
20/03/2020,compacto,2017,27840,Si,3900,No,No
27/08/2020,De Lujo,2016,47550,Si,5600,No,No
11/05/2020,Camioneta,2015,84700,Si,7400,No,No
19/06/2020,Austero,2017,2440,Si,1400,No,No
17/08/2020,compacto,2017,29690,Si,3300,No,No
10/03/2020,Camioneta,2017,87260,Si,7800,No,No
15/06/2020,Camioneta,2016,74800,Si,6900,No,No
13/01/2020,compacto,2017,25130,Si,3700,No,No
14/07/2020,Austero,2017,420,Si,1000,Si,No
27/04/2020,Camioneta,2018,67570,Si,9400,No,No
28/07/2020,Camioneta,2017,64820,Si,7500,No,No
24/04/2020,Subcompacto,2017,18040,Si,2800,No,No
11/08/2020,De Lujo,2017,48330,Si,5300,No,No
01/05/2020,Austero,2017,1670,Si,2000,Si,No
28/04/2020,Deportivo,2016,31770,Si,4600,No,No
31/05/2020,Camioneta,2019,53780,Si,6300,No,No
17/07/2020,Subcompacto,2017,14060,Si,3000,No,No
10/07/2020,De Lujo,2018,40550,Si,5800,No,No
29/08/2020,Subcompacto,2016,12040,Si,3000,No,No
11/07/2020,Subcompacto,2017,13500,Si,2800,No,No
12/12/2020,Austero,2017,8940,Si,1500,No,No
02/01/2020,Subcompacto,2016,19580,Si,2400,No,No
23/07/2020,Deportivo,2017,30430,Si,4700,No,No
01/12/2020,compacto,2014,22940,Si,3300,No,No
11/11/2020,Deportivo,2018,32320,Si,4300,No,No
06/09/2020,De Lujo,2017,43980,Si,5400,No,No
27/10/2020,Subcompacto,2016,10770,Si,2600,No,No
02/08/2020,Camioneta,2017,56800,Si,8800,No,No
31/01/2020,Austero,2017,1370,Si,1400,Si,No
20/08/2020,Subcompacto,2017,16700,Si,2300,No,No
01/04/2020,Austero,2017,4560,Si,1400,No,No
18/05/2020,Subcompacto,2017,15100,Si,2600,No,No
29/07/2020,compacto,2018,28260,Si,3200,No,No
17/03/2020,Subcompacto,2018,11970,Si,2400,No,No
05/06/2020,Subcompacto,2018,18070,Si,2900,No,No
18/03/2020,Austero,2017,3740,Si,1600,No,No
04/09/2020,Austero,2016,7460,Si,1700,No,No
15/08/2020,De Lujo,2017,41780,Si,5100,No,No
12/08/2020,De Lujo,2016,47820,Si,5800,No,No
01/02/2020,Austero,2017,4080,Si,1300,No,No
07/06/2020,De Lujo,2017,42640,Si,5300,No,No
28/12/2020,Austero,2017,6240,Si,1100,No,No
29/08/2020,compacto,2017,21170,Si,3100,No,No
16/07/2020,De Lujo,2018,41160,Si,5400,No,No
22/12/2020,Subcompacto,2017,10430,Si,3000,No,No
20/04/2020,Deportivo,2016,32470,Si,4100,No,No
17/05/2020,Austero,2018,9150,Si,1100,No,No
01/04/2020,Austero,2018,2980,Si,1700,No,No
19/03/2020,Austero,2018,8250,Si,1800,No,No
07/11/2020,Austero,2017,540,Si,1800,Si,No
22/12/2020,Camioneta,2016,72930,Si,8700,No,No
24/09/2020,Austero,2018,220,Si,1600,Si,No
11/06/2020,Austero,2017,2370,Si,1600,No,No
21/10/2020,Austero,2017,9000,Si,1200,No,No
25/12/2020,Deportivo,2017,30250,Si,4300,No,No
24/08/2020,Deportivo,2016,31080,Si,4100,No,No
27/05/2020,Camioneta,2017,87780,Si,7300,No,No
08/02/2020,De Lujo,2016,47990,Si,5600,No,No
16/09/2020,compacto,2016,24410,Si,4000,No,No
19/07/2020,Austero,2016,790,Si,1400,Si,No
29/02/2020,Austero,2017,550,Si,1700,Si,No
09/02/2020,Camioneta,2017,64070,Si,7000,No,No
18/06/2020,Austero,2016,5690,Si,1400,No,No
28/08/2020,Austero,2017,8530,Si,1600,No,No
05/03/2020,compacto,2018,22810,Si,3800,No,No
14/03/2020,De Lujo,2017,46580,Si,5600,No,No
22/03/2020,Subcompacto,2016,11850,Si,3000,No,No
12/09/2020,Austero,2017,2830,Si,1600,No,No
05/10/2020,Austero,2017,1050,Si,1500,Si,No
11/05/2020,De Lujo,2017,42700,Si,5300,No,No
10/10/2020,Subcompacto,2017,10090,Si,2900,No,No
31/07/2020,Deportivo,2017,32220,Si,4900,No,No
25/09/2020,Camioneta,2017,91880,Si,9600,No,No
26/04/2020,compacto,2016,21340,Si,3800,No,No
01/10/2020,De Lujo,2016,41250,Si,5300,No,No
02/07/2020,Camioneta,2018,98690,Si,9100,No,No
04/12/2020,Camioneta,2017,54060,Si,6700,No,No
22/07/2020,Subcompacto,2015,18870,Si,2700,No,No
06/11/2020,Camioneta,2016,76780,Si,8200,No,No
06/07/2020,Subcompacto,2017,13110,Si,2300,No,No
07/03/2020,Subcompacto,2017,12830,Si,2700,No,No
23/12/2020,Camioneta,2018,81540,Si,9000,No,No
29/07/2020,Austero,2017,640,Si,1700,Si,No
23/12/2020,De Lujo,2017,43400,Si,5500,No,No
13/09/2020,Camioneta,2018,61290,Si,9400,No,No
26/03/2020,Subcompacto,2017,17830,Si,2300,No,No
11/06/2020,Austero,2017,8640,Si,1100,No,No
30/08/2020,Austero,2018,3570,Si,2000,No,No
06/10/2020,Austero,2016,8240,Si,1300,No,No
24/06/2020,Austero,2017,9980,Si,1200,No,No
16/11/2020,compacto,2017,20020,Si,3600,No,No
03/01/2020,Camioneta,2017,77660,Si,9900,No,No
05/09/2020,Austero,2017,5530,Si,1600,No,No
02/01/2020,Camioneta,2017,53260,Si,9500,No,No
14/07/2020,compacto,2018,29450,Si,3700,No,No
22/06/2020,Camioneta,2018,52590,Si,8500,No,No
21/10/2020,Subcompacto,2017,18240,Si,2700,No,No
18/10/2020,De Lujo,2015,45220,Si,5100,No,No
02/11/2020,compacto,2017,20440,Si,4000,No,No
24/06/2020,Subcompacto,2016,12410,Si,2900,No,No
25/07/2020,Austero,2018,4160,Si,1100,No,No
29/02/2020,Camioneta,2017,96140,Si,8200,No,No
22/09/2020,compacto,2016,26320,Si,3400,No,No
31/03/2020,Deportivo,2016,35070,Si,4300,No,No
26/07/2020,Deportivo,2016,32060,Si,4000,No,No
07/04/2020,De Lujo,2018,49110,Si,5600,No,No
14/05/2020,Camioneta,2018,51310,Si,8500,No,No
17/06/2020,Subcompacto,2018,12600,Si,2600,No,No
11/05/2020,Austero,2017,9410,Si,1100,No,No
21/04/2020,Austero,2017,9770,Si,2000,No,No
09/07/2020,De Lujo,2016,42460,Si,5800,No,No
11/10/2020,Austero,2017,200,Si,1600,Si,No
15/03/2020,Deportivo,2017,34070,Si,4500,No,No
24/02/2020,Subcompacto,2016,14730,Si,2200,No,No
21/08/2020,Austero,2018,550,Si,2000,Si,No
12/02/2020,compacto,2015,20800,Si,3000,No,No
27/03/2020,De Lujo,2017,40830,Si,5000,No,No
11/11/2020,Subcompacto,2017,17190,Si,2800,No,No
20/03/2020,Subcompacto,2018,12020,Si,2200,No,No
23/06/2020,compacto,2017,29320,Si,4000,No,No
02/01/2020,Deportivo,2016,31800,Si,4300,No,No
22/10/2020,Camioneta,2017,62130,Si,6000,No,No
18/09/2020,Camioneta,2018,55960,Si,6000,No,No
09/02/2020,Camioneta,2019,128400,Si,6600,No,No
06/11/2020,De Lujo,2018,47860,Si,5000,No,No
17/07/2020,Deportivo,2017,39020,Si,4700,No,No
03/02/2020,Subcompacto,2018,15440,Si,2700,No,No
08/03/2020,compacto,2017,26910,Si,3000,No,No
30/10/2020,Austero,2017,7150,Si,1500,No,No
23/08/2020,Camioneta,2017,100120,Si,8900,No,No
13/11/2020,Camioneta,2016,54120,Si,6700,No,No
10/10/2020,compacto,2016,23780,Si,3200,No,No
23/11/2020,Subcompacto,2014,15590,Si,3000,No,No
18/03/2020,Subcompacto,2018,10010,Si,2700,No,No
13/08/2020,Subcompacto,2018,12900,Si,2900,No,No
20/01/2020,Austero,2016,810,Si,2000,Si,No
29/11/2020,Camioneta,2017,61860,Si,6100,No,No
02/07/2020,De Lujo,2017,48610,Si,5200,No,No
30/11/2020,compacto,2016,22200,Si,3300,No,No
09/07/2020,Deportivo,2018,30930,Si,5000,No,No
01/07/2020,Deportivo,2016,39040,Si,4600,No,No
08/08/2020,Camioneta,2017,112010,Si,6000,No,No
09/08/2020,Camioneta,2016,53690,Si,9200,No,No
21/01/2020,Deportivo,2017,36990,Si,4200,No,No
13/07/2020,Subcompacto,2016,11210,Si,2500,No,No
28/03/2020,Austero,2017,9020,Si,1700,No,No
07/12/2020,Subcompacto,2018,11890,Si,2300,No,No
19/05/2020,Austero,2018,2990,Si,1600,No,No
23/02/2020,Deportivo,2018,35860,Si,4200,No,No
02/04/2020,Camioneta,2016,71610,Si,6500,No,No
20/08/2020,Camioneta,2015,136120,Si,8800,No,No
21/11/2020,De Lujo,2016,47160,Si,5600,No,No
08/05/2020,Deportivo,2016,34910,Si,4800,No,No
18/10/2020,Subcompacto,2017,12250,Si,3000,No,No
04/04/2020,Subcompacto,2017,16600,Si,2000,No,No
26/06/2020,Deportivo,2017,34040,Si,4900,No,No
13/03/2020,compacto,2016,21100,Si,3500,No,No
29/08/2020,Austero,2018,300,Si,1400,Si,No
23/07/2020,Austero,2018,500,Si,1100,Si,No
16/10/2020,Austero,2018,9660,Si,2000,No,No
20/07/2020,Austero,2017,5390,Si,1000,No,No
04/09/2020,compacto,2017,23480,Si,3800,No,No
04/07/2020,Deportivo,2018,30190,Si,4300,No,No
24/04/2020,Camioneta,2018,69510,Si,7300,No,No
26/09/2020,Deportivo,2018,37570,Si,4000,No,No
29/10/2020,Camioneta,2016,58390,Si,9600,No,No
08/11/2020,Austero,2018,8610,Si,1400,No,No
03/01/2020,Austero,2017,7070,Si,2000,No,No
08/01/2020,compacto,2016,27840,Si,3400,No,No
01/05/2020,Camioneta,2018,65150,Si,6100,No,No
04/02/2020,Deportivo,2017,39010,Si,4500,No,No
10/09/2020,compacto,2015,29530,Si,3900,No,No
02/11/2020,compacto,2017,29620,Si,3200,No,No
11/09/2020,Austero,2016,1930,Si,1400,No,No
28/04/2020,Austero,2017,7830,Si,1100,No,No
25/04/2020,De Lujo,2017,41110,Si,6000,No,No
01/09/2020,De Lujo,2017,40110,Si,5600,No,No
26/04/2020,Deportivo,2017,37810,Si,4100,No,No
22/06/2020,Deportivo,2017,35060,Si,4900,No,No
27/12/2020,De Lujo,2017,42490,Si,5500,No,No
03/03/2020,Austero,2017,9990,Si,1600,No,No
31/05/2020,compacto,2018,20770,Si,3300,No,No
05/05/2020,compacto,2018,23090,Si,3600,No,No
11/12/2020,Deportivo,2018,30540,Si,4000,No,No
02/03/2020,Austero,2018,3730,Si,1000,No,No
27/07/2020,compacto,2017,23920,Si,3700,No,No
21/10/2020,Deportivo,2016,36880,Si,4000,No,No
03/06/2020,Camioneta,2018,74260,Si,9800,No,No
06/12/2020,Camioneta,2016,125300,Si,9400,No,No
30/09/2020,Subcompacto,2017,18490,Si,2300,No,No
26/02/2020,Deportivo,2017,33000,Si,4900,No,No
27/09/2020,compacto,2017,25830,Si,4000,No,No
10/04/2020,compacto,2017,27520,Si,3600,No,No
19/05/2020,Deportivo,2017,39570,Si,4600,No,No
02/09/2020,Camioneta,2016,51260,Si,8800,No,No
01/11/2020,Subcompacto,2017,10120,Si,2500,No,No
04/07/2020,Camioneta,2017,67920,Si,9900,No,No
18/02/2020,Subcompacto,2017,12820,Si,2800,No,No
07/07/2020,Camioneta,2017,62660,Si,7600,No,No
29/12/2020,Camioneta,2016,68980,Si,9600,No,No
02/05/2020,Subcompacto,2017,18760,Si,2500,No,No
04/09/2020,Austero,2017,1580,Si,1400,No,No
13/10/2020,Deportivo,2017,34160,Si,4700,No,No
29/10/2020,Subcompacto,2015,11230,Si,3000,No,No
26/06/2020,Camioneta,2017,62300,Si,8000,No,No
21/04/2020,De Lujo,2017,42920,Si,6000,No,No
01/05/2020,Austero,2017,6110,Si,1000,No,No
01/10/2020,Austero,2017,7330,Si,1300,No,No
17/11/2020,Austero,2017,4010,Si,1600,No,No
04/01/2020,Subcompacto,2017,15180,Si,2500,No,No
23/09/2020,Deportivo,2017,35350,Si,4000,No,No
06/12/2020,Deportivo,2018,36820,Si,4700,No,No
13/12/2020,Camioneta,2017,94240,Si,6900,No,No
11/10/2020,Camioneta,2017,89640,Si,7300,No,No
24/01/2020,Subcompacto,2016,13120,Si,2100,No,No
01/02/2020,Camioneta,2018,82600,Si,8500,No,No
25/01/2020,Austero,2018,2490,Si,1200,No,No
25/04/2020,Subcompacto,2016,15620,Si,2900,No,No
05/06/2020,Camioneta,2017,93960,Si,6600,No,No
08/10/2020,De Lujo,2017,43280,Si,5900,No,No
31/05/2020,De Lujo,2017,45510,Si,5000,No,No
10/07/2020,compacto,2017,20730,Si,3400,No,No
17/11/2020,Camioneta,2017,73890,Si,6700,No,No
14/08/2020,Camioneta,2017,105380,Si,7000,No,No
30/06/2020,Austero,2016,6880,Si,1300,No,No
08/10/2020,De Lujo,2017,46160,Si,5600,No,No
11/04/2020,Camioneta,2017,79890,Si,7000,No,No
03/12/2020,Subcompacto,2017,15030,Si,2200,No,No
30/06/2020,Subcompacto,2017,12770,Si,2900,No,No
15/03/2020,Deportivo,2016,35320,Si,4100,No,No
06/03/2020,Austero,2017,2590,Si,1400,No,No
24/12/2020,Subcompacto,2016,16530,Si,2200,No,No
31/08/2020,compacto,2017,22480,Si,3400,No,No
14/04/2020,Deportivo,2017,37100,Si,4200,No,No
16/03/2020,Camioneta,2018,103500,Si,6300,No,No
20/11/2020,Camioneta,2016,89920,Si,8500,No,No
03/06/2020,Austero,2017,5170,Si,1100,No,No
30/03/2020,Austero,2017,8810,Si,1800,No,No
24/05/2020,Camioneta,2016,73590,Si,6900,No,No
08/09/2020,compacto,2017,28860,Si,3700,No,No
30/04/2020,Austero,2017,6120,Si,1900,No,No
30/11/2020,Austero,2017,2730,Si,1900,No,No
25/11/2020,Camioneta,2017,57920,Si,7500,No,No
01/10/2020,Subcompacto,2016,13110,Si,2700,No,No
06/08/2020,Subcompacto,2017,18910,Si,2800,No,No
02/01/2020,Austero,2017,7390,Si,1100,No,No
18/05/2020,Subcompacto,2018,16100,Si,2900,No,No
30/05/2020,Austero,2016,1480,Si,1600,Si,No
28/09/2020,Subcompacto,2017,15990,Si,2500,No,No
06/07/2020,Deportivo,2017,34660,Si,4100,No,No
20/02/2020,De Lujo,2017,42130,Si,5100,No,No
13/02/2020,Subcompacto,2016,13300,Si,2700,No,No
29/11/2020,Austero,2017,3140,Si,1400,No,No
07/09/2020,Austero,2017,6920,Si,1000,No,No
05/08/2020,De Lujo,2016,41370,Si,5600,No,No
14/05/2020,compacto,2018,22760,Si,3800,No,No
16/08/2020,De Lujo,2017,40110,Si,5700,No,No
28/11/2020,Austero,2017,1330,Si,1900,Si,No
27/08/2020,Austero,2016,200,Si,1200,Si,No
07/05/2020,compacto,2016,22640,Si,3800,No,No
03/01/2020,Deportivo,2018,34770,Si,4400,No,No
20/07/2020,compacto,2018,22090,Si,3800,No,No
30/10/2020,compacto,2016,25680,Si,3700,No,No
20/07/2020,Camioneta,2017,75550,Si,6800,No,No
25/09/2020,Camioneta,2017,78350,Si,9000,No,No
09/10/2020,compacto,2017,22440,Si,3300,No,No
06/08/2020,De Lujo,2016,48090,Si,5000,No,No
12/04/2020,compacto,2017,22960,Si,3200,No,No
16/05/2020,compacto,2016,23870,Si,3400,No,No
11/06/2020,Austero,2017,5920,Si,1500,No,No
25/06/2020,Austero,2019,9680,Si,1300,No,No
30/03/2020,Subcompacto,2017,11250,Si,2500,No,No
20/01/2020,compacto,2018,20390,Si,3800,No,No
22/06/2020,Austero,2017,2290,Si,1800,No,No
13/03/2020,Camioneta,2017,50180,Si,9500,No,No
09/05/2020,Austero,2017,7390,Si,1500,No,No
10/07/2020,Subcompacto,2018,10780,Si,2900,No,No
29/11/2020,Subcompacto,2017,11190,Si,2700,No,No
20/05/2020,Austero,2017,6560,Si,1900,No,No
20/04/2020,Deportivo,2017,32550,Si,4200,No,No
28/12/2020,Austero,2017,1730,Si,1300,No,No
30/08/2020,Austero,2017,6460,Si,1800,No,No
12/04/2020,Camioneta,2017,75150,Si,8300,No,No
01/02/2020,De Lujo,2017,48450,Si,5800,No,No
22/06/2020,Camioneta,2018,72740,Si,8800,No,No
04/08/2020,Subcompacto,2017,14970,Si,2500,No,No
28/04/2020,De Lujo,2017,44510,Si,5300,No,No
01/10/2020,Austero,2017,1860,Si,1100,No,No
28/01/2020,Subcompacto,2017,19530,Si,3000,No,No
16/07/2020,Camioneta,2017,58420,Si,7400,No,No
01/04/2020,De Lujo,2018,41770,Si,5900,No,No
20/09/2020,Austero,2018,1290,Si,1100,No,No
27/11/2020,Subcompacto,2016,11140,Si,2900,No,No
13/10/2020,Deportivo,2017,38420,Si,4200,No,No
01/03/2020,Austero,2018,390,Si,1400,Si,No
20/08/2020,Camioneta,2015,55500,Si,9700,No,No
10/09/2020,De Lujo,2018,44810,Si,5600,No,No
30/03/2020,Austero,2018,8260,Si,1300,No,No
13/06/2020,De Lujo,2016,42250,Si,6000,No,No
07/09/2020,Austero,2016,5910,Si,1800,No,No
18/04/2020,compacto,2017,21090,Si,3500,No,No
13/12/2020,Deportivo,2017,33280,Si,4100,No,No
27/04/2020,compacto,2017,23910,Si,3800,No,No
31/03/2020,Camioneta,2016,55320,Si,9300,No,No
31/01/2020,Camioneta,2017,189840,Si,8900,No,No
03/06/2020,Subcompacto,2016,18290,Si,2000,No,No
21/01/2020,Deportivo,2016,30090,Si,4700,No,No
31/10/2020,Austero,2017,3010,Si,1300,No,No
10/02/2020,Austero,2017,1150,Si,1100,No,No
17/01/2020,Deportivo,2017,37810,Si,4800,No,No
19/03/2020,Austero,2017,6870,Si,1500,No,No
29/02/2020,compacto,2016,24900,Si,4000,No,No
30/01/2020,Subcompacto,2017,10910,Si,2300,No,No
04/09/2020,Austero,2017,8050,Si,1000,No,No
21/07/2020,Subcompacto,2017,11500,Si,3000,No,No
01/07/2020,Camioneta,2018,85880,Si,10000,No,No
10/01/2020,Deportivo,2017,32830,Si,4300,No,No
19/09/2020,Austero,2016,7570,Si,1500,No,No
17/05/2020,compacto,2017,26920,Si,3800,No,No
13/01/2020,Austero,2016,4330,Si,1600,No,No
27/04/2020,Camioneta,2017,53690,Si,8000,No,No
26/12/2020,Austero,2017,5890,Si,1300,No,No
20/03/2020,Austero,2017,3180,Si,1700,No,No
06/07/2020,Austero,2018,2860,Si,1200,No,No
07/11/2020,compacto,2017,21680,Si,3000,No,No
10/08/2020,Subcompacto,2018,11060,Si,2500,No,No
13/04/2020,Subcompacto,2016,18870,Si,3000,No,No
06/05/2020,Austero,2017,7280,Si,1300,No,No
17/03/2020,compacto,2017,27200,Si,3600,No,No
12/01/2020,Camioneta,2017,61800,Si,9200,No,No
20/12/2020,Subcompacto,2017,13730,Si,2400,No,No
07/04/2020,Austero,2017,140,Si,1000,Si,No
14/06/2020,Camioneta,2019,103090,Si,9300,No,No
09/11/2020,compacto,2017,24650,Si,3100,No,No
21/12/2020,Austero,2017,2870,Si,1200,No,No
03/03/2020,compacto,2016,24460,Si,3700,No,No
08/03/2020,Austero,2018,3010,Si,1000,No,No
24/04/2020,Austero,2017,5290,Si,1200,No,No
17/06/2020,Austero,2017,640,Si,1200,Si,No
09/04/2020,Austero,2017,3430,Si,1700,No,No
27/04/2020,Subcompacto,2016,11150,Si,2400,No,No
19/05/2020,Austero,2016,2020,Si,1800,No,No
23/12/2020,Austero,2017,9070,Si,1100,No,No
19/06/2020,Subcompacto,2018,13800,Si,2300,No,No
20/11/2020,Camioneta,2017,128320,Si,9600,No,No
11/11/2020,Camioneta,2016,51620,Si,8100,No,No
22/02/2020,Austero,2017,5560,Si,1600,No,No
13/06/2020,Subcompacto,2017,19410,Si,2300,No,No
14/08/2020,compacto,2018,29110,Si,3500,No,No
11/02/2020,compacto,2016,21330,Si,3300,No,No
01/09/2020,Camioneta,2016,76310,Si,7700,No,No
01/05/2020,Camioneta,2017,98330,Si,9900,No,No
11/03/2020,Austero,2017,9960,Si,1000,No,No
19/08/2020,compacto,2016,20200,Si,3900,No,No
21/04/2020,Deportivo,2016,38600,Si,4100,No,No
22/02/2020,Deportivo,2016,35270,Si,4800,No,No
04/08/2020,Camioneta,2017,84420,Si,7600,No,No
